item_title,orders_containing,units_sold,avg_price,classification,reason,classification_v3,v3_reason,was_mystery
Seaside Ankle Compression Socks,259,271,28.69,PATTERN,unrecognized non-color tokens: ['seaside'],PATTERN,unchanged from v2,
Dark Secrets EasyStretch™ Socks,242,269,28.79,PATTERN,"unrecognized non-color tokens: ['dark', 'secrets']",PATTERN,unchanged from v2,
Luck of the Irish Compression Socks,257,267,28.72,PATTERN,matched: ['irish'],PATTERN,unchanged from v2,
Jellyfish Compression Socks,251,266,27.2,PATTERN,matched: ['jellyfish'],PATTERN,unchanged from v2,
Van Ghosts Ankle Socks,236,266,28.72,PATTERN,"unrecognized non-color tokens: ['van', 'ghosts']",PATTERN,unchanged from v2,
Seaside EasyStretch™ Socks,248,264,28.23,PATTERN,unrecognized non-color tokens: ['seaside'],PATTERN,unchanged from v2,
Spirit Stallions Ankle Compression Socks,238,263,27.56,PATTERN,"unrecognized non-color tokens: ['spirit', 'stallions']",PATTERN,unchanged from v2,
Going Bananas Compression Socks,250,262,27.8,PATTERN,"unrecognized non-color tokens: ['going', 'bananas']",PATTERN,unchanged from v2,
Cowhide Ankle Compression Socks,241,261,28.02,PATTERN,unrecognized non-color tokens: ['cowhide'],PATTERN,unchanged from v2,
Leprechaun Compression Socks,255,260,28.82,PATTERN,unrecognized non-color tokens: ['leprechaun'],PATTERN,unchanged from v2,
Cobalt Ankle Socks,237,259,28.27,PATTERN,unrecognized non-color tokens: ['cobalt'],PATTERN,unchanged from v2,
Dark Waters EasyStretch™ Socks Bundle 3-Pack,255,259,40.82,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['dark', 'waters']",
Pastel Palms Ankle Compression Socks,248,259,28.81,PATTERN,"unrecognized non-color tokens: ['pastel', 'palms']",PATTERN,unchanged from v2,
Bobsled Beagle EasyStretch™ Socks,237,259,27.95,PATTERN,"unrecognized non-color tokens: ['bobsled', 'beagle']",PATTERN,unchanged from v2,
Buckhorn EasyStretch™ Socks,230,258,27.99,PATTERN,unrecognized non-color tokens: ['buckhorn'],PATTERN,unchanged from v2,
Bunny Garden Compression Socks,233,257,27.63,PATTERN,"unrecognized non-color tokens: ['bunny', 'garden']",PATTERN,unchanged from v2,
Good Grief Ankle Socks,239,257,29.79,PATTERN,"unrecognized non-color tokens: ['good', 'grief']",PATTERN,unchanged from v2,
Espresso Ankle Socks,200,256,28.41,PATTERN,unrecognized non-color tokens: ['espresso'],PATTERN,unchanged from v2,
Seahorse Pink Ankle Compression Socks,239,255,28.74,PATTERN,unrecognized non-color tokens: ['seahorse'],PATTERN,unchanged from v2,
Mad Beast Compression Socks,248,255,26.56,PATTERN,matched: ['mad'],PATTERN,unchanged from v2,
Snowballs Ankle Socks,224,254,26.98,PATTERN,unrecognized non-color tokens: ['snowballs'],PATTERN,unchanged from v2,
Prairie Dreams EasyStretch™ Socks 5-Pack Bundle,248,254,56.12,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['prairie', 'dreams']",
Fuchsia Ankle Socks,233,254,28.47,PATTERN,unrecognized non-color tokens: ['fuchsia'],PATTERN,unchanged from v2,
Jellyfish EasyStretch™ Socks,246,253,27.48,PATTERN,matched: ['jellyfish'],PATTERN,unchanged from v2,
Black & Mystery Compression Socks Bundle 5-Pack,250,253,50.14,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Peachy EasyStretch™ Socks,246,251,28.44,PATTERN,unrecognized non-color tokens: ['peachy'],PATTERN,unchanged from v2,
Gray Compression Socks Bundle 3-Pack,240,251,38.37,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Happy Dance EasyStretch™ Socks,238,249,29.99,PATTERN,matched: ['happy'],PATTERN,unchanged from v2,
Navy Blue Ankle Compression Socks 5-Pack Bundle,247,249,52.1,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Pink Rodeo Ankle Compression Socks,237,249,28.31,PATTERN,unrecognized non-color tokens: ['rodeo'],PATTERN,unchanged from v2,
Lady Leopard Ankle Compression Socks,232,248,26.97,PATTERN,"unrecognized non-color tokens: ['lady', 'leopard']",PATTERN,unchanged from v2,
Bark EasyStretch™ Socks 3-Pack Bundle,240,247,40.52,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bark'],
Cozy Compression Socks 5-Pack Bundle,241,247,55.92,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['cozy'],
Night Nature Ankle Socks Bundle 5-Pack,242,245,54.49,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['night', 'nature']",
Luck of the Irish Ankle Compression Socks,233,244,28.19,PATTERN,matched: ['irish'],PATTERN,unchanged from v2,
Love Me Not Ankle Socks,229,243,29.96,PATTERN,matched: ['love'],PATTERN,unchanged from v2,
Black Red EasyStretch™ Socks,223,243,27.7,SOLID,"only color+type tokens: ['black', 'red', 'easystretch', 'socks']",SOLID,unchanged from v2,
Gray EasyStretch™ Socks Bundle 3-Pack,232,241,41.07,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Cosmic Fusion Ankle Compression Socks Bundle 5-Pack,237,240,59.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['cosmic', 'fusion']",
White EasyStretch™ Gripper Socks,155,240,33.42,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Peppermint Parade Ankle Socks,229,240,25.06,PATTERN,"unrecognized non-color tokens: ['peppermint', 'parade']",PATTERN,unchanged from v2,
Going Bananas EasyStretch™ Socks,235,239,27.94,PATTERN,"unrecognized non-color tokens: ['going', 'bananas']",PATTERN,unchanged from v2,
Bloom Bundle Compression Socks 3-Pack Bundle,236,238,41.25,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Pineapple Party Ankle Socks,215,235,28.99,PATTERN,"unrecognized non-color tokens: ['pineapple', 'party']",PATTERN,unchanged from v2,
Blue Beauty Ankle Compression Socks,223,233,28.63,PATTERN,unrecognized non-color tokens: ['beauty'],PATTERN,unchanged from v2,
Sierra Sunset Ankle Compression Socks,223,233,27.25,PATTERN,"unrecognized non-color tokens: ['sierra', 'sunset']",PATTERN,unchanged from v2,
Snoopy Lights EasyStretch™ Socks,214,233,28.11,PATTERN,"matched: ['snoopy', 'lights']",PATTERN,unchanged from v2,
Two Tone Ankle Compression Socks 5-Pack Bundle,221,232,52.17,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Heather Gray Ankle Socks,183,232,26.89,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Midnight Sun Ankle Socks,209,231,28.65,PATTERN,matched: ['sun'],PATTERN,unchanged from v2,
Wild North Compression Socks 5-Pack Bundle,221,230,52.08,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['wild', 'north']",
Bigfoot EasyStretch™ Socks 5-Pack Bundle,221,230,57.85,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bigfoot'],
Paws And Petals Compression Socks Bundle 3-Pack,225,228,39.74,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Navy Blue Compression Gripper Socks,181,228,32.15,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Polar Knit Compression Socks 5-Pack Bundle,218,224,57.07,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['polar', 'knit']",
White Compression Gripper Socks,154,224,32.19,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Striped Compression Socks 5-Pack Bundle,220,224,52.6,PATTERN,matched: ['striped'],PATTERN,unchanged from v2,
Bunny Garden EasyStretch™ Socks,194,223,28.49,PATTERN,"unrecognized non-color tokens: ['bunny', 'garden']",PATTERN,unchanged from v2,
Caramel Ankle Compression Socks,204,223,27.47,PATTERN,unrecognized non-color tokens: ['caramel'],PATTERN,unchanged from v2,
Heather Ankle Compression Socks 5-Pack Bundle,213,222,56.03,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Going Bananas Ankle Compression Socks,213,221,26.77,PATTERN,"unrecognized non-color tokens: ['going', 'bananas']",PATTERN,unchanged from v2,
Lunar Lights Ankle Compression Socks Bundle 5-Pack,219,221,59.99,PATTERN,matched: ['lights'],PATTERN,unchanged from v2,
Sweater Weather Ankle Socks,199,220,26.46,PATTERN,"unrecognized non-color tokens: ['sweater', 'weather']",PATTERN,unchanged from v2,
Brushstrokes EasyStretch™ Socks Bundle 3-Pack,216,219,44.88,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['brushstrokes'],
Saddle Up Ankle Compression Socks,212,218,28.01,PATTERN,unrecognized non-color tokens: ['saddle'],PATTERN,unchanged from v2,
Marine EasyStretch™ Socks 3-Pack Bundle,211,217,40.33,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['marine'],
Cosmic Swirl Ankle Socks,200,216,28.12,PATTERN,"unrecognized non-color tokens: ['cosmic', 'swirl']",PATTERN,unchanged from v2,
Chicks Compression Socks,192,216,27.96,PATTERN,unrecognized non-color tokens: ['chicks'],PATTERN,unchanged from v2,
Love Stinks Ankle Socks,200,214,29.99,PATTERN,matched: ['love'],PATTERN,unchanged from v2,
Mystery EasyStretch™ Socks Bundle 6-Pack,207,212,84.22,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Easter Eggs Ankle Compression Socks,204,212,27.2,PATTERN,"unrecognized non-color tokens: ['easter', 'eggs']",PATTERN,unchanged from v2,
Desert Palms EasyStretch™ Socks,199,212,28.75,PATTERN,matched: ['desert'],PATTERN,unchanged from v2,
Grand Slam EasyStretch™ Socks,193,210,29.94,PATTERN,"unrecognized non-color tokens: ['grand', 'slam']",PATTERN,unchanged from v2,
Penguin Pals Ankle Socks,192,210,26.62,PATTERN,matched: ['penguin'],PATTERN,unchanged from v2,
Black Ankle Compression Gripper Socks,120,209,34.13,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Galactic Ankle Compression Socks 5-Pack Bundle,206,209,50.64,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['galactic'],
Bloom Bundle EasyStretch™ Socks 3-Pack Bundle,207,209,41.85,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Knitty Kitty Ankle Socks,193,208,27.11,PATTERN,"unrecognized non-color tokens: ['knitty', 'kitty']",PATTERN,unchanged from v2,
Cat Lovers Compression Socks 3-Pack Bundle,205,207,42.23,PATTERN,matched: ['cat'],PATTERN,unchanged from v2,
Purple Haze Ankle Socks,198,207,28.14,PATTERN,unrecognized non-color tokens: ['haze'],PATTERN,unchanged from v2,
Black & Mystery EasyStretch™ Socks Bundle 5-Pack,203,206,52.7,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Beam Me Up EasyStretch™ Socks,192,206,28.04,PATTERN,unrecognized non-color tokens: ['beam'],PATTERN,unchanged from v2,
Boreal Bears Ankle Socks,183,205,26.96,PATTERN,"unrecognized non-color tokens: ['boreal', 'bears']",PATTERN,unchanged from v2,
Sapphire Sky Ankle Socks,176,204,26.97,PATTERN,unrecognized non-color tokens: ['sapphire'],PATTERN,unchanged from v2,
Easter Ankle Compression Socks 5-Pack Bundle,195,204,54.27,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['easter'],
Bigfoot Compression Socks 5-Pack Bundle,198,202,52.69,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bigfoot'],
Mandala Compression Socks 5-Pack Bundle,199,202,52.91,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['mandala'],
Black Ankle Socks Bundle 3-Pack,192,201,40.18,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
White EasyStretch™ Socks Bundle 3-Pack,181,200,41.91,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Irish Paisley EasyStretch™ Socks,190,200,29.0,PATTERN,"matched: ['irish', 'paisley']",PATTERN,unchanged from v2,
Heather Navy Ankle Socks,156,200,26.39,PATTERN,unrecognized non-color tokens: ['heather'],PATTERN,unchanged from v2,
Green Navy EasyStretch™ Socks,189,200,27.99,SOLID,"only color+type tokens: ['green', 'navy', 'easystretch', 'socks']",SOLID,unchanged from v2,
Easter Compression Socks 5-Pack Bundle,196,199,55.24,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['easter'],
Midnight Ink Ankle Socks,184,198,27.7,PATTERN,unrecognized non-color tokens: ['ink'],PATTERN,unchanged from v2,
Christmas Forest Ankle Socks,175,197,26.43,PATTERN,"matched: ['christmas', 'forest']",PATTERN,unchanged from v2,
Pineapple Party Compression Socks,191,196,29.47,PATTERN,"unrecognized non-color tokens: ['pineapple', 'party']",PATTERN,unchanged from v2,
Peanuts Mystery EasyStretch™ Socks Bundle 5-Pack,187,195,66.61,PATTERN,matched: ['peanuts'],PATTERN,unchanged from v2,
Frozen Fractals Ankle Socks,179,195,27.22,PATTERN,"unrecognized non-color tokens: ['frozen', 'fractals']",PATTERN,unchanged from v2,
Galactic Compression Socks 5-Pack Bundle,195,195,51.98,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['galactic'],
Fruit EasyStretch™ Socks 5-Pack Bundle,182,195,56.46,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['fruit'],
Big Foots EasyStretch™ Socks,177,194,27.99,PATTERN,"unrecognized non-color tokens: ['big', 'foots']",PATTERN,unchanged from v2,
Mad Beast Ankle Compression Socks,188,194,25.88,PATTERN,matched: ['mad'],PATTERN,unchanged from v2,
Halloween Nights Compression Socks 3-Pack Bundle,187,194,43.18,PATTERN,matched: ['halloween'],PATTERN,unchanged from v2,
Paws & Petals Ankle Compression Socks Bundle 3-Pack,192,193,37.24,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Chicks EasyStretch™ Socks,176,193,28.2,PATTERN,unrecognized non-color tokens: ['chicks'],PATTERN,unchanged from v2,
Leprechaun Ankle Compression Socks,181,190,28.11,PATTERN,unrecognized non-color tokens: ['leprechaun'],PATTERN,unchanged from v2,
White Compression Socks Bundle 3-Pack,182,190,40.89,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Grand Slam Compression Socks,171,190,29.99,PATTERN,"unrecognized non-color tokens: ['grand', 'slam']",PATTERN,unchanged from v2,
Bobsled Beagle Ankle Socks,179,187,26.57,PATTERN,"unrecognized non-color tokens: ['bobsled', 'beagle']",PATTERN,unchanged from v2,
Amethyst Purple Ankle Socks,171,187,26.75,PATTERN,unrecognized non-color tokens: ['amethyst'],PATTERN,unchanged from v2,
Fairy Woods Ankle Socks,174,185,26.62,PATTERN,matched: ['fairy'],PATTERN,unchanged from v2,
Winter Blues Ankle Socks,161,184,26.94,PATTERN,matched: ['winter'],PATTERN,unchanged from v2,
Cat Lovers Ankle Compression Socks 3-Pack Bundle,181,183,43.7,PATTERN,matched: ['cat'],PATTERN,unchanged from v2,
Polar Penguins Ankle Socks,171,182,26.95,PATTERN,"unrecognized non-color tokens: ['polar', 'penguins']",PATTERN,unchanged from v2,
Navy Days Compression Socks,146,182,26.79,PATTERN,unrecognized non-color tokens: ['days'],PATTERN,unchanged from v2,
Winter Plaid Ankle Compression Socks 5-Pack Bundle,180,182,57.6,PATTERN,"matched: ['winter', 'plaid']",PATTERN,unchanged from v2,
Highland Roses Ankle Socks,152,182,26.42,PATTERN,"unrecognized non-color tokens: ['highland', 'roses']",PATTERN,unchanged from v2,
Classic Charlie Brown Ankle Socks,168,181,29.93,PATTERN,matched: ['classic'],PATTERN,unchanged from v2,
Ankle Compression Mystery Buy 3 Get 6 Free,180,181,89.99,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
Sole Invaders EasyStretch™ Socks,162,181,28.1,PATTERN,"unrecognized non-color tokens: ['sole', 'invaders']",PATTERN,unchanged from v2,
Spring Zing EasyStretch™ Socks,172,181,28.24,PATTERN,matched: ['spring'],PATTERN,unchanged from v2,
Orca Dance Ankle Socks,159,181,27.62,PATTERN,"unrecognized non-color tokens: ['orca', 'dance']",PATTERN,unchanged from v2,
Navy Blue Compression Socks Bundle 3-Pack,178,181,41.39,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Teddys Ankle Socks,163,180,26.86,PATTERN,unrecognized non-color tokens: ['teddys'],PATTERN,unchanged from v2,
Sweethearts Ankle Socks,164,180,27.13,PATTERN,unrecognized non-color tokens: ['sweethearts'],PATTERN,unchanged from v2,
Autumn Florals EasyStretch™ Socks 3-Pack Bundle,175,180,42.99,PATTERN,matched: ['autumn'],PATTERN,unchanged from v2,
Fairy Dust Ankle Socks,171,180,26.73,PATTERN,matched: ['fairy'],PATTERN,unchanged from v2,
Race Day EasyStretch™ Socks,169,178,29.9,PATTERN,"unrecognized non-color tokens: ['race', 'day']",PATTERN,unchanged from v2,
Amethyst Ankle Socks,164,177,27.98,PATTERN,unrecognized non-color tokens: ['amethyst'],PATTERN,unchanged from v2,
Harmony Ankle Socks,169,177,26.89,PATTERN,unrecognized non-color tokens: ['harmony'],PATTERN,unchanged from v2,
Jade Ankle Socks,165,176,26.74,PATTERN,unrecognized non-color tokens: ['jade'],PATTERN,unchanged from v2,
St Paddy's EasyStretch™ Socks 5-Pack Bundle,172,176,58.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['paddys'],
Easter Eggs EasyStretch™ Socks,129,176,28.62,PATTERN,"unrecognized non-color tokens: ['easter', 'eggs']",PATTERN,unchanged from v2,
Night Bloom Ankle Socks,170,175,26.75,PATTERN,"unrecognized non-color tokens: ['night', 'bloom']",PATTERN,unchanged from v2,
Deer Dance Ankle Socks,168,174,27.14,PATTERN,"unrecognized non-color tokens: ['deer', 'dance']",PATTERN,unchanged from v2,
Grand Slam Ankle Socks,164,174,29.99,PATTERN,"unrecognized non-color tokens: ['grand', 'slam']",PATTERN,unchanged from v2,
Striped Ankle Compression Socks 5-Pack Bundle,172,173,50.04,PATTERN,matched: ['striped'],PATTERN,unchanged from v2,
Rosy Rodeo EasyStretch™ Socks 5-Pack Bundle,166,173,56.86,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['rosy', 'rodeo']",
Tan Compression Gripper Socks,128,173,32.26,PATTERN,unrecognized non-color tokens: ['gripper'],PATTERN,unchanged from v2,
Skulls N Roses Ankle Socks,151,171,27.2,PATTERN,"unrecognized non-color tokens: ['skulls', 'roses']",PATTERN,unchanged from v2,
Navy Blue Ankle Compression Socks Bundle 3-Pack,165,171,39.94,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Frozen North EasyStretch™ Socks Bundle 3-Pack,167,170,41.73,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['frozen', 'north']",
Rainbow Ankle Socks,146,170,26.79,PATTERN,matched: ['rainbow'],PATTERN,unchanged from v2,
Celestial Dragons Ankle Socks,136,168,27.45,PATTERN,matched: ['celestial'],PATTERN,unchanged from v2,
Florals Ankle Compression Socks 5-Pack Bundle,164,168,55.88,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['florals'],
Fall Floral Ankle Socks,158,167,27.71,PATTERN,"matched: ['fall', 'floral']",PATTERN,unchanged from v2,
Spirit Bear Ankle Socks,140,167,29.07,PATTERN,matched: ['bear'],PATTERN,unchanged from v2,
Crystal Garden Ankle Socks,156,167,27.02,PATTERN,matched: ['crystal'],PATTERN,unchanged from v2,
Gray Ankle Compression Socks Bundle 3-Pack,163,165,39.65,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Frozen North Compression Socks Bundle 3-Pack,161,165,41.77,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['frozen', 'north']",
Midnight Secrets Compression Socks 5-Pack Bundle,159,164,52.41,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['secrets'],
Pastel Plaid EasyStretch™ Socks,155,164,28.08,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Emerald Green Ankle Socks,153,163,27.42,SOLID,"only color+type tokens: ['emerald', 'green', 'ankle', 'socks']",SOLID,unchanged from v2,
Bigfoot Ankle Compression Socks 5-Pack Bundle,162,163,53.72,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bigfoot'],
Ski Trip Ankle Socks,157,162,26.33,PATTERN,"unrecognized non-color tokens: ['ski', 'trip']",PATTERN,unchanged from v2,
Desert Camo Ankle Socks,142,162,26.96,PATTERN,"matched: ['desert', 'camo']",PATTERN,unchanged from v2,
Snoopy Lights Ankle Socks,156,161,26.03,PATTERN,"matched: ['snoopy', 'lights']",PATTERN,unchanged from v2,
Snowy Night Ankle Socks,151,160,27.02,PATTERN,"unrecognized non-color tokens: ['snowy', 'night']",PATTERN,unchanged from v2,
Dusk Ankle Socks,151,160,26.91,PATTERN,unrecognized non-color tokens: ['dusk'],PATTERN,unchanged from v2,
Easter Eggs Compression Socks,155,160,28.26,PATTERN,"unrecognized non-color tokens: ['easter', 'eggs']",PATTERN,unchanged from v2,
Spirit Animals Ankle Socks,147,159,25.84,PATTERN,"unrecognized non-color tokens: ['spirit', 'animals']",PATTERN,unchanged from v2,
White Ankle Socks Bundle 3-Pack,151,159,40.25,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Emerald Ankle Socks,147,159,27.87,SOLID,"only color+type tokens: ['emerald', 'ankle', 'socks']",SOLID,unchanged from v2,
Gradients Compression Socks 5-Pack Bundle,153,159,55.24,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['gradients'],
Love Stripes Ankle Socks,147,158,26.42,PATTERN,matched: ['love'],PATTERN,unchanged from v2,
Ruby Red Ankle Socks,145,158,27.36,SOLID,"only color+type tokens: ['ruby', 'red', 'ankle', 'socks']",SOLID,unchanged from v2,
Valentines Day Compression Socks 5-Pack Bundle,153,157,55.12,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['valentines', 'day']",
Striped EasyStretch™ Socks 5-Pack Bundle,143,156,56.72,PATTERN,matched: ['striped'],PATTERN,unchanged from v2,
Classics Ankle Socks Bundle 3-Pack,144,155,41.19,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Glitter Ankle Compression Socks 5-Pack Bundle,151,154,55.35,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['glitter'],
Paws And Petals EasyStretch™ Socks Bundle 3-Pack,148,153,42.0,PATTERN,matched: ['paws'],PATTERN,unchanged from v2,
Bloom Bundle Ankle Compression Socks 3-Pack Bundle,144,152,40.37,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['bloom'],
Pastel Pink Compression Socks,137,152,26.39,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
Prairie Dreams Ankle Compression Socks 5-Pack Bundle,146,151,55.87,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['prairie', 'dreams']",
Arctic Aurora Ankle Compression Socks 5-Pack Bundle,147,151,56.96,PATTERN,matched: ['aurora'],PATTERN,unchanged from v2,
Luck of the Irish EasyStretch™ Socks,146,151,28.25,PATTERN,matched: ['irish'],PATTERN,unchanged from v2,
Tranquility EasyStretch™ Socks 3-Pack Bundle,146,150,41.04,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['tranquility'],
St Paddy's Compression Socks 5-Pack Bundle,148,149,56.32,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['paddys'],
Leprechaun EasyStretch™ Socks,139,148,29.09,PATTERN,unrecognized non-color tokens: ['leprechaun'],PATTERN,unchanged from v2,
Night Blooms Ankle Socks,142,147,26.28,PATTERN,"unrecognized non-color tokens: ['night', 'blooms']",PATTERN,unchanged from v2,
Seahorse Pink Ankle Socks,140,147,28.44,PATTERN,unrecognized non-color tokens: ['seahorse'],PATTERN,unchanged from v2,
Seaside Ankle Socks,141,147,28.07,PATTERN,unrecognized non-color tokens: ['seaside'],PATTERN,unchanged from v2,
Green EasyStretch™ Socks,132,146,27.29,SOLID,"only color+type tokens: ['green', 'easystretch', 'socks']",SOLID,unchanged from v2,
Solid Essentials Ankle Socks Bundle 5-Pack,144,146,58.14,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Wild North Ankle Compression Socks 5-Pack Bundle,142,144,51.55,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['wild', 'north']",
Brushstrokes Compression Socks Bundle 3-Pack,143,144,44.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['brushstrokes'],
Glitter Compression Socks 5-Pack Bundle,136,144,55.47,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['glitter'],
Florals Compression Socks 5-Pack Bundle,142,143,53.45,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['florals'],
Brushstroke Ankle Compression Socks 3-Pack Bundle,141,142,40.81,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['brushstroke'],
Midnight Secrets Ankle Compression Socks 5-Pack Bundle,139,142,50.44,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['secrets'],
Space Snoopy Ankle Socks,107,142,29.9,PATTERN,"matched: ['space', 'snoopy']",PATTERN,unchanged from v2,
Prarie Cows Ankle Socks,137,142,27.03,PATTERN,"unrecognized non-color tokens: ['prarie', 'cows']",PATTERN,unchanged from v2,
Winter Wolf Ankle Socks,130,139,27.43,PATTERN,matched: ['winter'],PATTERN,unchanged from v2,
Gradients Ankle Compression Socks 5-Pack Bundle,138,139,56.47,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['gradients'],
Rose Bouquet Ankle Socks,136,139,26.04,PATTERN,matched: ['rose'],PATTERN,unchanged from v2,
Twilight Bloom Comfort EasyStretch™ Socks Bundle 5-Pack,136,139,59.99,AMBIGUOUS,bundle/offer — could be either,PATTERN,"design/theme token(s): ['twilight', 'bloom', 'comfort']",
Ankle Socks,71,138,26.04,SOLID,"only color+type tokens: ['ankle', 'socks']",SOLID,unchanged from v2,
Christmas Plaid Ankle Socks,124,138,27.89,PATTERN,"matched: ['christmas', 'plaid']",PATTERN,unchanged from v2,
Tan Compression Socks Bundle 5-Pack,129,137,53.4,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Gothic Ankle Socks,129,137,26.92,PATTERN,unrecognized non-color tokens: ['gothic'],PATTERN,unchanged from v2,
Easter EasyStretch™ Socks 5-Pack Bundle,130,136,58.53,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['easter'],
Heather Compression Socks 5-Pack Bundle,133,136,54.9,AMBIGUOUS,bundle/offer — could be either,SOLID,color + type only,
Pastel Blue Compression Socks,116,134,26.73,PATTERN,unrecognized non-color tokens: ['pastel'],PATTERN,unchanged from v2,
Snow Homes Ankle Socks,127,134,27.32,PATTERN,matched: ['snow'],PATTERN,unchanged from v2,
St Paddy's Ankle Compression Socks 5-Pack Bundle,131,133,55.11,AMBIGUOUS,bundle/offer — could be either,PATTERN,design/theme token(s): ['paddys'],
Red Plaid Ankle Socks,113,133,27.33,PATTERN,matched: ['plaid'],PATTERN,unchanged from v2,
Monochrome & Mystery Compression Socks Bundle 5-Pack,132,132,51.05,AMBIGUOUS,mystery — could be either,PATTERN,mystery grab-bag (no explicit theme),yes
